metric_type_token_ratio,metric_avg_dep_num_clauses,metric_avg_pos_pron_ratio,metric_length_in_second_person,metric_avg_dep_path_length,metric_avg_pos_adp_ratio,metric_avg_sentence_length_in_words,metric_length_in_unique_words,metric_length_in_first_person_singular,metric_surprise,metric_length_in_sentences,metric_length_in_third_person_plural,group_id,metric_max_dep_num_clauses,result_id,metric_max_dep_path_length,metric_readability_flesch_ease,metric_pos_diversity,metric_inv_homogen,group_by,metric_raw_surprises,metric_avg_word_length_in_chars,metric_length_in_first_person_plural,metric_length_in_words,metric_length_in_chars,metric_length_in_first_person,metric_n_gram_diversity,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_det_ratio,metric_avg_sentence_length_in_chars,metric_length_in_third_person,metric_avg_sentence_length_in_unique_words,metric_avg_pos_noun_ratio,metric_max_constituency_tree_depth,metric_avg_pos_verb_ratio,metric_length_in_third_person_singular,metric_readability_flesch_kincaid,metric_length_in_concepts,metric_theme_uniqueness,metric_avg_constituency_tree_depth,metric_novelty,metric_dsi,model,id
0.6323529411764706,3.2,0.1310190137118608,0,3.12256454435321,0.1181157879054092,27.2,86,0,0.0098546196090776,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",6,4d1708e8a2d6,9,68.00268421052633,"[0.08823529411764706, 0.37037037037037035, 0.6865671641791045, 0.8345864661654135, 0.9166666666666666]",0.0563045014505801,"['model', 'id']","[0.008436317557777295, 0.007031632539553495, 0.0033953658535949005, 0.0008459232672296257]",4.875,0,136,811,0,"[0.6323529411764706, 0.9407407407407408, 0.9850746268656716, 0.9924812030075187, 1.0]",0.0950388648284861,0.0422852416400803,0.1151344214457819,161.4,18,24.0,0.2278195110172669,14,0.1401272033249593,18,11.326526315789476,60,0.0769230769230769,10.6,0.0068580273708075,0.2110206496244096,claude-3-5-sonnet-20240620,stamp-letter-send
0.7196969696969697,2.2,0.1181818181818181,0,3.307240503355212,0.1115151515151515,26.4,95,0,0.0117526285232059,5,2,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",3,ea62cd5b6cdb,9,69.11584210526318,"[0.08333333333333333, 0.3282442748091603, 0.6461538461538462, 0.8682170542635659, 0.9609375]",0.0500164187472799,"['model', 'id']","[0.008920832664247536, 0.0042896980549389785, 0.004704574722073446, 0.005590151605151944]",4.886363636363637,0,132,791,0,"[0.7196969696969697, 0.9847328244274809, 1.0, 1.0, 1.0]",0.1396969696969697,0.0633333333333333,0.1296969696969697,157.4,15,25.2,0.2187878787878787,14,0.133030303030303,13,11.17126315789474,59,0.25,10.6,0.0089505418120637,0.2099743924037815,claude-3-5-sonnet-20240620,stamp-letter-send
0.6984126984126984,3.2,0.1182664742664742,0,3.497294347959162,0.1202058682058682,25.2,88,0,0.006239744639029,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",7,6d8b06e240ea,10,70.17378873239439,"[0.09523809523809523, 0.384, 0.6693548387096774, 0.8373983739837398, 0.9344262295081968]",0.0530289748440618,"['model', 'id']","[0.008644072094348948, 6.857736683113513e-05, 0.0009774191257281295, 0.0027894206911499853]",4.920634920634921,0,126,758,0,"[0.6984126984126984, 0.976, 1.0, 1.0, 1.0]",0.090044252044252,0.0329918229918229,0.1250966810966811,150.8,14,22.4,0.2123924963924963,14,0.1683261183261183,14,10.526845070422535,60,0.0769230769230769,10.4,0.0038274074531912,0.2125359595832178,claude-3-5-sonnet-20240620,stamp-letter-send
0.7567567567567568,2.4,0.1051690821256038,0,3.0724673124430693,0.1538647342995169,22.2,84,0,0.0079974761557957,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",4,2570bf7d4ebe,9,72.49520000000001,"[0.10810810810810811, 0.45454545454545453, 0.7431192660550459, 0.8888888888888888, 0.9439252336448598]",0.0500778892765874,"['model', 'id']","[0.008920832664247536, 0.0030352397914572837, 0.00046307020115129993, 0.00357580965473539]",4.801801801801802,0,111,655,0,"[0.7567567567567568, 0.990909090909091, 1.0, 1.0, 1.0]",0.0811111111111111,0.0433333333333333,0.1140579710144927,130.2,12,20.6,0.2005314009661835,14,0.1521739130434782,12,9.3584,51,0.0769230769230769,10.2,0.0032613925519567,0.212818967033835,claude-3-5-sonnet-20240620,stamp-letter-send
0.71875,1.8,0.1333058117405943,0,3.3067315938252504,0.1294270238618064,25.6,92,0,0.0078970697191026,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",3,6bfc2e587ab2,10,66.59914084507044,"[0.0859375, 0.3228346456692913, 0.5634920634920635, 0.744, 0.8467741935483871]",0.0465155243873596,"['model', 'id']","[0.008644072094348948, 0.002712058298515535, 0.001506298961061442, 0.0029317100842793653]",4.671875,0,128,735,0,"[0.71875, 0.984251968503937, 1.0, 1.0, 1.0]",0.1285354999268042,0.0455286195286195,0.1313078612209047,146.2,16,23.2,0.2337725076855511,13,0.1084909969257795,16,11.02543661971831,56,0.25,9.8,0.0070112862070707,0.210944020206278,claude-3-5-sonnet-20240620,stamp-letter-send
0.6842105263157895,2.8,0.1048363201911589,0,3.55684514885277,0.1263178016726403,26.6,91,0,0.008698750946839,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",5,99caaf22ae9c,9,68.05087417218544,"[0.09022556390977443, 0.3787878787878788, 0.7022900763358778, 0.8769230769230769, 0.9767441860465116]",0.0592258857644122,"['model', 'id']","[0.008920832664247536, 0.0017666256908095423, 0.004497571305914244, 0.002212472232706819]",4.857142857142857,0,133,794,0,"[0.6842105263157895, 0.9696969696969697, 1.0, 1.0, 1.0]",0.0976654719235364,0.0553333333333333,0.1456726403823178,158.0,14,24.0,0.209295101553166,14,0.1527765830346475,14,11.270119205298016,61,0.0769230769230769,10.4,0.0021291768050002,0.2133850749073133,claude-3-5-sonnet-20240620,stamp-letter-send
0.7155172413793104,3.2,0.1054978354978355,0,3.1216390284560154,0.1197835497835497,23.2,83,0,0.0279340309498113,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",4,ee1ef526c0b5,8,70.42848120300755,"[0.10344827586206896, 0.3565217391304348, 0.6666666666666666, 0.8584070796460177, 0.9553571428571429]",0.0596018278080484,"['model', 'id']","[0.0069283080823493715, 0.015852463606632117, 0.02000035135260908, 0.013086938858032221]",5.112068965517241,0,116,722,0,"[0.7155172413793104, 0.9652173913043478, 1.0, 1.0, 1.0]",0.0682251082251082,0.0362337662337662,0.1182683982683982,143.6,9,22.0,0.2645670995670995,13,0.1838744588744588,9,10.04415037593985,56,0.25,9.6,0.0066435309674106,0.211127897826108,claude-3-5-sonnet-20240620,stamp-letter-send
0.7920792079207921,3.0,0.1181453634085213,0,2.789466452631006,0.0980952380952381,20.2,80,1,0.0178362576648442,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",5,9a71cdf585dc,6,80.19266115702482,"[0.1188118811881188, 0.46, 0.8484848484848485, 0.9285714285714286, 0.9690721649484536]",0.0711994974509529,"['model', 'id']","[0.014998185634613026, 0.010246430502997506, 0.009605114989810537, 0.0008227842022674459]",4.811881188118812,0,101,603,1,"[0.7920792079207921, 0.99, 1.0, 1.0, 1.0]",0.0685714285714285,0.0601002506265664,0.0981453634085213,119.8,11,19.4,0.2463408521303258,10,0.159298245614035,11,8.086016528925622,49,0.25,8.4,0.0034879938915263,0.2127056663640502,claude-3-5-sonnet-20240620,stamp-letter-send
0.6644295302013423,3.2,0.1375462962962963,0,3.5664107244522607,0.1168981481481481,29.8,99,0,0.0128251959468144,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",5,913bb3c4273f,11,61.94528571428572,"[0.0738255033557047, 0.3310810810810811, 0.6258503401360545, 0.8424657534246576, 0.9379310344827586]",0.0519679655199465,"['model', 'id']","[0.008920832664247536, 0.0018427678516932944, 0.004287542861883709, 0.010599248515804433]",4.8389261744966445,0,149,883,0,"[0.6644295302013423, 0.9662162162162162, 1.0, 1.0, 1.0]",0.120787037037037,0.0295833333333333,0.1080555555555555,175.8,19,26.8,0.2494444444444444,14,0.1324537037037037,19,12.966380952380955,69,0.0769230769230769,11.2,0.0044325060413891,0.2122334102891188,claude-3-5-sonnet-20240620,stamp-letter-send
0.7222222222222222,2.6,0.1223703703703703,0,3.179859558440518,0.1557037037037037,21.6,78,0,0.0110418428409998,5,0,"['claude-3-5-sonnet-20240620', 'stamp-letter-send']",4,f1998bcdc0b7,10,77.31965853658538,"[0.1111111111111111, 0.42990654205607476, 0.7358490566037735, 0.8666666666666667, 0.9326923076923077]",0.0512748049653094,"['model', 'id']","[0.008644072094348948, 0.005220009660943131, 0.0009609846940963063, 0.00725861923261123]",4.925925925925926,0,108,650,0,"[0.7222222222222222, 0.9813084112149533, 1.0, 1.0, 1.0]",0.083037037037037,0.0174074074074074,0.0915555555555555,129.2,14,20.0,0.2635555555555555,13,0.1388888888888889,14,8.586113821138216,51,0.0769230769230769,9.2,0.0005277419411043,0.2147135342803656,claude-3-5-sonnet-20240620,stamp-letter-send
