result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
52c66a94eb1e,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",651,114,69,48,5,0.6052631578947368,4.605263157894737,129.4,22.8,20.2,0,0,0,5,2,0,7,0.21026972971909436,0.010298439257284409,"[0.004020320825325913, 0.007317192747135354, 0.004091892398969094, 0.005167472543138457]","[0.6052631578947368, 0.9557522123893806, 0.9910714285714286, 1.0, 1.0]","[0.10526315789473684, 0.3893805309734513, 0.7142857142857143, 0.9009009009009009, 0.9818181818181818]",3.0,4,3.240783762112459,11,9.4,14,73.09451162790701,9.473550387596902,0.2272501906941266,0.14282990083905414,0.10364225781845919,0.010526315789473684,0.07719298245614034,0.1518878718535469,0.11958428680396643,0.09651158253351848,0.005618844761588748,0.25
4fb9017acda8,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",775,143,85,58,5,0.5944055944055944,4.321678321678322,154.2,28.6,23.2,0,0,0,12,0,0,12,0.20713508587062396,0.01566728887702125,"[0.0032118458081694112, 0.008541804513120949, 0.006914983465780622, 0.012665943966971516]","[0.5944055944055944, 0.971830985915493, 0.9929078014184397, 1.0, 1.0]","[0.07692307692307693, 0.323943661971831, 0.6170212765957447, 0.8071428571428572, 0.9280575539568345]",4.0,8,3.5811381106487903,12,12.2,17,74.52781132075472,10.764201257861636,0.2399083546462063,0.15023444160272803,0.05544467787114846,0.04420518207282913,0.11188877725003045,0.15393526976007793,0.10970725246620387,0.08583455781141917,0.011888132458529543,0.2
3ee8b18a7400,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",611,109,72,52,5,0.6605504587155964,4.504587155963303,121.4,21.8,19.4,0,0,0,11,1,0,12,0.20862051822121505,0.023964556850693916,"[0.0027221863814180236, 0.02632815741529368, 0.01623078388999208, 0.0026479860146840506]","[0.6605504587155964, 1.0, 1.0, 1.0, 1.0]","[0.10091743119266056, 0.35185185185185186, 0.616822429906542, 0.8113207547169812, 0.9142857142857143]",2.8,4,3.0298267824129894,9,8.4,10,78.09514049586781,8.378578512396697,0.2561972667855021,0.14983957219251337,0.04707070707070707,0.039037433155080216,0.1118597742127154,0.17161021984551397,0.15140819964349375,0.12525974462429681,0.008917267757347358,1.0
911aa717752b,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",775,134,89,54,5,0.664179104477612,4.641791044776119,154.2,26.8,23.4,1,0,1,12,0,1,12,0.20563976132394882,0.008160525063673665,"[0.003761460880438494, 0.0031611795226732797, 0.0045741041501363155, 0.004824305574099241]","[0.664179104477612, 0.9699248120300752, 1.0, 1.0, 1.0]","[0.08955223880597014, 0.3383458646616541, 0.6439393939393939, 0.8396946564885496, 0.9384615384615385]",4.0,6,3.438801089714883,12,12.0,16,72.376,10.766222222222225,0.21900185492257104,0.16574597397487423,0.04636695146285939,0.021195652173913043,0.14191415362131474,0.1260966527079059,0.12047005424243276,0.09290139625469844,0.014878781551879827,0.25
4a7401ebb6de,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",581,102,68,43,5,0.6666666666666666,4.578431372549019,115.4,20.4,17.8,0,0,0,9,1,0,10,0.208961035194059,0.011928444453562129,"[0.01699534762989391, 0.0009569059718738671, 0.0055390022017738905, 0.00036563310358259105]","[0.6666666666666666, 0.9900990099009901, 1.0, 1.0, 1.0]","[0.10784313725490197, 0.39603960396039606, 0.71, 0.8888888888888888, 0.9489795918367347]",3.2,6,2.9154792496021646,8,8.6,11,78.2917391304348,8.053043478260872,0.2281043956043956,0.20434065934065934,0.0637912087912088,0.020192307692307693,0.12862637362637364,0.15767399267399268,0.07545787545787545,0.06898846725622813,0.008236233811659444,0.1
46ce3a53707e,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",687,122,78,48,5,0.639344262295082,4.532786885245901,136.6,24.4,21.0,0,0,0,9,0,0,9,0.21344123986807276,0.010908300244910088,"[0.006883154203603553, 0.0049517756416684044, 0.0036336792839898047, 0.006347991360558414]","[0.639344262295082, 0.9752066115702479, 0.9916666666666667, 1.0, 1.0]","[0.09836065573770492, 0.38016528925619836, 0.725, 0.8991596638655462, 0.9830508474576272]",3.4,4,3.398489607516456,12,12.2,19,74.09905882352942,9.681235294117648,0.24220945083014048,0.12864440795475277,0.03854679802955665,0.02382776865535486,0.10464787447546069,0.13170498084291188,0.12293833242109103,0.06979683538277943,0.0007241755363680547,0.1
905892914112,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",735,126,78,53,5,0.6190476190476191,4.698412698412699,146.2,25.2,21.4,0,0,0,7,0,0,7,0.20882650980582604,0.010386770806205106,"[0.0009277797106540531, 0.0005463364750447897, 0.009048983327343912, 0.010250442099367457]","[0.6190476190476191, 0.928, 0.967741935483871, 0.975609756097561, 0.9836065573770492]","[0.10317460317460317, 0.32, 0.5967741935483871, 0.8130081300813008, 0.9180327868852459]",2.8,5,3.476629193012539,11,9.8,11,71.26550000000002,10.473944444444445,0.25490960652250977,0.1477933356965615,0.08554590570719603,0.017857142857142856,0.06588384733546024,0.18326539052345503,0.10899799125605578,0.12618965903917947,0.008505284588125384,0.25
a84688698218,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",685,119,78,49,5,0.6554621848739496,4.61344537815126,136.2,23.8,21.4,0,0,0,14,1,0,15,0.20710011069871942,0.020311214956542298,"[0.012495982182490373, 0.008579107938390812, 0.0066451371619195565, 0.012902202630283854]","[0.6554621848739496, 0.9830508474576272, 1.0, 1.0, 1.0]","[0.10084033613445378, 0.3220338983050847, 0.6068376068376068, 0.8017241379310345, 0.9304347826086956]",4.0,7,3.12888796475753,9,10.6,13,75.89845255474454,9.479941605839418,0.23334701696770663,0.1892446633825944,0.06709998175515416,0.009523809523809523,0.14041689472723956,0.12862616310892172,0.12148330596606458,0.08435010661681493,0.011958082802338621,0.25
6e2867f16dd2,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",672,124,80,46,5,0.6451612903225806,4.290322580645161,133.6,24.8,21.6,0,0,0,17,1,0,18,0.2072503490148535,0.010616146422858921,"[0.004471728032007655, 0.0024022390144039785, 0.0022320018874274206, 0.012126323911878789]","[0.6451612903225806, 0.991869918699187, 1.0, 1.0, 1.0]","[0.0967741935483871, 0.3983739837398374, 0.7377049180327869, 0.8925619834710744, 0.9833333333333333]",3.8,7,2.8465234544951263,8,9.2,11,75.7590071942446,9.59876258992806,0.2074218700874049,0.1393134157077281,0.05773635477582846,0.019583333333333335,0.17940899515814626,0.10837043325158775,0.10530143683581714,0.1016397053996722,0.011657606170070445,0.2
a12335f1a392,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",687,114,82,54,5,0.7192982456140351,4.894736842105263,136.6,22.8,20.4,0,0,0,6,0,0,6,0.21566150435861553,0.014181116376167702,"[0.013803553400617674, 0.003983795642852783, 0.00419385755534496, 0.006381026153519986]","[0.7192982456140351, 0.9911504424778761, 1.0, 1.0, 1.0]","[0.09649122807017543, 0.3274336283185841, 0.6160714285714286, 0.8468468468468469, 0.9636363636363636]",3.2,5,3.475275578080456,10,10.6,15,74.36961538461541,9.345384615384617,0.26515151515151514,0.18409090909090908,0.0696969696969697,0.016666666666666666,0.10378787878787879,0.13257575757575757,0.13333333333333333,0.06969388326009114,0.0051647045174536,0.1
d9c0434bf5f2,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",781,139,89,56,5,0.6402877697841727,4.525179856115108,155.4,27.8,23.6,0,0,0,13,1,0,14,0.20920696525604693,0.0180445856921799,"[0.007822541292611646, 0.007214547448105846, 0.015561900077722013, 0.005490182565920293]","[0.6402877697841727, 0.9710144927536232, 1.0, 1.0, 1.0]","[0.07913669064748201, 0.2898550724637681, 0.5401459854014599, 0.7205882352941176, 0.8592592592592593]",4.0,5,3.1467830409755875,8,11.2,13,68.50541176470591,11.306091503267975,0.26144781144781143,0.1444805194805195,0.05696248196248196,0.027861952861952862,0.10477392977392977,0.1606180856180856,0.11392496392496392,0.07344856609900792,0.007744373687683603,0.1
2b83460c01e5,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",644,109,75,51,5,0.6880733944954128,4.7889908256880735,128.0,21.8,19.2,0,0,0,5,2,0,7,0.2132071763861413,0.012306862683814382,"[0.009047584055544233, 0.00705799247537342, 0.0036090960578313014, 0.004899052778879809]","[0.6880733944954128, 0.9907407407407407, 1.0, 1.0, 1.0]","[0.11009174311926606, 0.3425925925925926, 0.5887850467289719, 0.7830188679245284, 0.9142857142857143]",3.0,4,3.0908265916350066,7,8.4,10,72.50170967741937,9.307806451612905,0.31448193760262727,0.12949096880131364,0.06671346469622332,0.006896551724137931,0.06555528188286809,0.1945224411603722,0.09495949644225506,0.0673771599928538,0.0002560485725051631,0.1
12e7622405f0,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",867,147,98,62,5,0.6666666666666666,4.782312925170068,172.6,29.4,26.6,0,0,0,12,2,0,14,0.20775517485622122,0.008334865643027656,"[0.0025124574700991498, 0.004788384638426513, 0.006870670254559452, 0.0024982189229701968]","[0.6666666666666666, 0.9657534246575342, 1.0, 1.0, 1.0]","[0.08163265306122448, 0.3150684931506849, 0.6137931034482759, 0.8194444444444444, 0.9230769230769231]",3.6,5,3.2742087260565524,10,11.8,14,62.59090909090911,12.72727272727273,0.2434782608695652,0.1535257581293387,0.06360979174278407,0.0304165144318597,0.12062477164778955,0.12440628425283157,0.12188527584947022,0.08563729623953502,0.01064795448733502,0.25
ed9d907db892,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",687,122,84,56,5,0.6885245901639344,4.516393442622951,136.6,24.4,21.2,0,0,0,11,0,0,11,0.21114642732329184,0.012653048152412291,"[0.009047584055544233, 0.010736787002601916, 0.004581717733458751, 0.0009400075132196817]","[0.6885245901639344, 1.0, 1.0, 1.0, 1.0]","[0.09016393442622951, 0.371900826446281, 0.6666666666666666, 0.8739495798319328, 0.9661016949152542]",4.0,8,3.571263711784609,13,10.2,19,75.21665217391303,9.624724637681165,0.28815354085317785,0.14350858860840712,0.04783611981887844,0.02297842306916717,0.0981046856954298,0.15802741571797832,0.11211708738931969,0.06681714703639348,0.0038654495531937894,0.1
a6f363126bd5,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",762,130,87,60,5,0.6692307692307692,4.7615384615384615,151.6,26.0,22.8,0,0,0,7,0,0,7,0.2092970835623768,0.02174257092546572,"[0.010935889515611863, 0.00445491789825378, 0.00643887294440712, 0.02165546149265868]","[0.6692307692307692, 0.9534883720930233, 1.0, 1.0, 1.0]","[0.09230769230769231, 0.35658914728682173, 0.625, 0.8188976377952756, 0.9285714285714286]",3.0,6,3.283807459380318,10,10.2,17,65.94220547945207,11.315808219178084,0.23950506008855155,0.139022770398482,0.07382906388361797,0.03800126502213789,0.06675126502213789,0.170365275142315,0.1321544908285895,0.10624236116806667,0.007564137075023847,0.2
dfcbaecfd655,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",697,124,82,49,5,0.6612903225806451,4.524193548387097,138.6,24.8,22.0,0,0,0,13,0,0,13,0.20656375632602342,0.007410935779194244,"[0.009905468107579807, 0.0023131639238387625, 0.0011177191876957648, 0.0014855203392741545]","[0.6612903225806451, 0.991869918699187, 1.0, 1.0, 1.0]","[0.10483870967741936, 0.42276422764227645, 0.7786885245901639, 0.9256198347107438, 0.9833333333333333]",4.4,7,3.1198839308666733,11,9.4,15,76.89500000000002,9.489999999999998,0.21378963296129713,0.18008426342384362,0.06488977733355544,0.047488755622188905,0.132791937364651,0.10219334777055916,0.09528707868288078,0.09181827555100124,0.013030791547730625,0.2
ebc294f8e57b,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",712,122,78,53,5,0.639344262295082,4.721311475409836,141.6,24.4,21.8,0,0,0,6,0,0,6,0.2073406536451099,0.001989334308620777,"[0.0020316801665030138, 0.0006344940828829915, 0.0004652067007522298, 0.0008472876671033192]","[0.639344262295082, 0.9752066115702479, 1.0, 1.0, 1.0]","[0.09836065573770492, 0.38016528925619836, 0.6583333333333333, 0.8487394957983193, 0.9491525423728814]",3.4,5,3.209874840613046,10,10.8,14,74.04589781021899,9.738335766423358,0.20614930629923134,0.14817432553564489,0.11087075509864115,0.04467448815274902,0.08068981382324711,0.15404916589324386,0.09478594036315176,0.11175871888796489,0.011476996909557668,0.25
7168a4557183,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",715,122,83,57,5,0.680327868852459,4.737704918032787,142.2,24.4,21.6,0,0,0,1,2,0,3,0.2118799663650661,0.003354601415933356,"[0.0015173720378501843, 0.00028939969611890826, 0.0009312716397372189, 0.0039711594581604]","[0.680327868852459, 0.9338842975206612, 0.9833333333333333, 1.0, 1.0]","[0.09836065573770492, 0.36363636363636365, 0.65, 0.8487394957983193, 0.9661016949152542]",2.6,4,3.0082167594678513,7,8.0,10,76.64096503496505,9.674489510489511,0.2830465963599397,0.15561245018516384,0.0821245787362729,0.006666666666666666,0.035274584929757345,0.18527872815728888,0.07520573046809928,0.15547716865936914,0.0023983714696452774,1.0
cbc3c59e01c3,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",746,128,85,60,5,0.6640625,4.734375,148.4,25.6,21.6,0,0,0,4,1,0,5,0.21248021607345108,0.010885693294145321,"[0.0080461989233504, 0.0027006495566594957, 0.0020115827520688356, 0.00901295535621191]","[0.6640625, 0.9606299212598425, 0.9841269841269841, 0.992, 1.0]","[0.0859375, 0.2992125984251969, 0.5238095238095238, 0.736, 0.8790322580645161]",3.2,6,3.639872420262664,12,10.6,15,70.72488111888113,10.499664335664338,0.2791683569979716,0.13648073022312374,0.10124746450304259,0.025278904665314402,0.0480578093306288,0.19453853955375253,0.13620182555780933,0.08759761850039165,0.001197872052875304,0.1
1e3b6851e8d4,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",687,123,81,51,5,0.6585365853658537,4.471544715447155,136.6,24.6,21.6,0,0,0,14,0,0,14,0.20624385286779964,0.010523038367172319,"[0.0022405726311010565, 0.0018865113908594078, 0.009514217575391115, 0.007404775136993058]","[0.6585365853658537, 1.0, 1.0, 1.0, 1.0]","[0.08943089430894309, 0.36065573770491804, 0.628099173553719, 0.85, 0.9831932773109243]",4.0,7,3.2245359954055606,9,10.8,13,74.60360869565218,9.710231884057972,0.19925673526872928,0.18735759393030757,0.06530430239425741,0.05078656126482214,0.14657961928126845,0.10635368679296715,0.09802035345963382,0.07936050494511922,0.013670598464178174,0.25
a7edaa4579ad,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",655,119,79,52,5,0.6638655462184874,4.378151260504202,130.2,23.8,20.4,0,0,0,13,0,0,13,0.212361133521139,0.013810964557396513,"[0.009047584055544233, 0.010736787002601916, 0.0065879006207962, 0.0012496574358506762]","[0.6638655462184874, 0.9915254237288136, 1.0, 1.0, 1.0]","[0.09243697478991597, 0.3983050847457627, 0.6752136752136753, 0.8706896551724138, 0.9565217391304348]",3.6,8,3.537930378451276,13,10.8,19,77.91000000000001,9.100000000000001,0.27571334946561804,0.12963299052228272,0.04927152651744303,0.03350473885864085,0.12202813067150635,0.13075468844525107,0.12551421657592257,0.06265854835510254,0.001436037157499459,0.1
189f2e87f52e,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",751,135,82,56,5,0.6074074074074074,4.488888888888889,149.4,27.0,22.4,0,0,0,9,1,0,10,0.208215898352784,0.005074293188480308,"[0.0015005190750379815, 0.0041154117295236214, 0.004438427309969295, 9.42282624297186e-05]","[0.6074074074074074, 0.9776119402985075, 1.0, 1.0, 1.0]","[0.0962962962962963, 0.3283582089552239, 0.6015037593984962, 0.8333333333333334, 0.916030534351145]",3.0,5,3.4552996227318853,11,9.2,12,73.01189473684212,10.62784210526316,0.24346320346320346,0.15854256854256854,0.047619047619047616,0.01455026455026455,0.08366810966810967,0.17056084656084655,0.12354304954304954,0.09694953759511311,0.009726507494209446,0.2
d032cabe03f6,"['llama-3.1-405b-instruct', 'stamp-letter-send']","['model', 'id']",737,128,80,57,5,0.625,4.6328125,146.6,25.6,21.4,0,0,0,6,0,0,6,0.21045743997085065,0.011433476813478394,"[0.006066570679346711, 0.00528679749904537, 0.0033022230177323364, 0.00821136243083237]","[0.625, 0.952755905511811, 0.9920634920634921, 1.0, 1.0]","[0.1015625, 0.31496062992125984, 0.5634920634920635, 0.784, 0.9193548387096774]",3.6,5,3.3396311619915204,9,9.0,11,68.83946575342466,10.911698630136986,0.246935817805383,0.18800207039337474,0.07683850931677018,0.017028985507246377,0.061285714285714284,0.19593581780538302,0.10531469979296065,0.13346115003029504,0.005243424258076168,0.25
