result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dependency_num_clauses,metric_max_dependency_num_clauses,metric_avg_dependency_path_length,metric_max_dependency_path_length,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dependency_num_clauses_weighted_by_sentence_length,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio
R_8dFIkEkt84RkgQj_Q2,"['human', 'stamp-letter-send']","['model', 'id']",537,96,67,38,5,4.53125,106.6,19.2,17.8,0.2018364975666084,0.015599038085294128,"[0.004667071217582336, 0.009275663277459517, 0.00462155772580039, 0.012633783949746014]","[0.6979166666666666, 0.968421052631579, 1.0, 1.0, 1.0]","[0.10416666666666667, 0.45263157894736844, 0.7340425531914894, 0.8924731182795699, 0.9565217391304348]",3.4,6,2.9407698837110603,7,0.1801320513089498,0.017053761151492153,0.5,4,1,0,0,1,5,1,3.4,0.23525733525733525,0.21101491101491102,0.03872053872053872,0.08047138047138047,0.0531986531986532,0.11308321308321308,0.10937950937950937
R_8d77LowRrq3xFfJ_Q2,"['human', 'stamp-letter-send']","['model', 'id']",443,84,57,30,3,4.2023809523809526,147.0,28.0,23.0,0.20624009425612702,0.02138570523782049,"[0.0018060985700789622, 0.019579606667741528]","[0.6785714285714286, 0.963855421686747, 1.0, 1.0, 1.0]","[0.11904761904761904, 0.40963855421686746, 0.7439024390243902, 0.8765432098765432, 0.975]",4.666666666666667,5,3.312540574800703,9,0.17738711833953857,0.008246567772454916,1.0,2,3,0,0,2,5,2,4.666666666666667,0.2168234064785789,0.20393591083246257,0.04824103099965169,0.02159526297457332,0.11163357715081852,0.11163357715081854,0.0987460815047022
R_2mqjhNO26XNoi6R_Q2,"['human', 'stamp-letter-send']","['model', 'id']",440,79,64,36,6,4.481012658227848,72.33333333333333,13.166666666666666,12.666666666666666,0.20565927284104485,0.1656085267417875,"[0.010605705919719877, 0.002949390099162147, 0.006050438398406632, 0.19587079683939615, 0.19854498559778389]","[0.810126582278481, 0.9871794871794872, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5128205128205128, 0.7662337662337663, 0.9473684210526315, 1.0]",1.8333333333333333,5,2.783958263958264,11,0.18154490987459818,0.00940821060261926,1.0,6,0,0,1,3,6,4,1.8333333333333333,0.18965068747677444,0.16849684132292828,0.0698005698005698,0.055091044221479,0.1902762294066642,0.09738015607580824,0.11696705066270284
R_8kQG02fwq7ubaOB_Q2,"['human', 'stamp-letter-send']","['model', 'id']",214,48,38,16,5,3.3541666666666665,42.0,9.6,8.6,0.20978720585505167,0.22056002616882325,"[0.026957611242930085, 0.0007366657257080189, 0.20288569927215577, 0.21054007609685263]","[0.7916666666666666, 0.9574468085106383, 0.9782608695652174, 1.0, 1.0]","[0.25, 0.5531914893617021, 0.7608695652173914, 0.8888888888888888, 0.9545454545454546]",0.8,2,2.2777578743095983,6,0.18814294536908469,0.0011523445746056127,1.0,4,0,1,4,1,4,5,0.8,0.17668831168831167,0.12993506493506493,0.0625,0.05,0.2335064935064935,0.08136363636363636,0.11175324675324676
R_8zUaSPSsswsQ7fn_Q2,"['human', 'stamp-letter-send']","['model', 'id']",285,60,43,17,3,3.7333333333333334,95.0,20.0,17.0,0.2036386110326823,0.012178730396997323,"[0.0027700282278514954, 0.009408702169145827]","[0.7166666666666667, 1.0, 1.0, 1.0, 1.0]","[0.18333333333333332, 0.5423728813559322, 0.8275862068965517, 0.9473684210526315, 1.0]",2.6666666666666665,4,2.6533391010587897,8,0.16642090678215027,0.013449534219344361,0.3333333333333333,4,0,0,0,4,4,4,2.6666666666666665,0.20617667356797792,0.11689095928226363,0.05257936507936508,0.0,0.13000345065562458,0.13414423740510698,0.17128191856452726
R_8IgyrHkEhSlOgd5_Q2,"['human', 'stamp-letter-send']","['model', 'id']",499,96,63,31,3,4.15625,165.66666666666666,32.0,25.333333333333332,0.20520299109079504,0.015266651518983737,"[0.012226506872893922, 0.003040144646089815]","[0.65625, 0.968421052631579, 0.9893617021276596, 1.0, 1.0]","[0.125, 0.43157894736842106, 0.7553191489361702, 0.9247311827956989, 0.9891304347826086]",4.0,7,3.4675772117632584,12,0.16443471113840738,0.01032077410311888,1.0,0,0,0,8,1,0,9,4.0,0.2643859649122807,0.11354925775978407,0.07406207827260458,0.012820512820512822,0.10190283400809716,0.14222672064777328,0.09329284750337381
R_2PoZkpFOhTZwzbR_Q2,"['human', 'stamp-letter-send']","['model', 'id']",162,33,30,12,3,3.757575757575758,53.333333333333336,11.0,10.0,0.21241957762024619,0.031690406799316395,"[0.028894180059432978, 0.0027962267398834173]","[0.9090909090909091, 1.0, 1.0, 1.0, 1.0]","[0.36363636363636365, 0.8125, 0.967741935483871, 1.0, 1.0]",1.0,2,2.0525252525252524,5,0.18136534343163171,0.004112398955783414,1.0,0,2,0,2,0,2,2,1.0,0.20952380952380953,0.1380952380952381,0.023809523809523808,0.11428571428571428,0.22857142857142856,0.07142857142857142,0.047619047619047616
R_8IgTefujpZYzrxD_Q2,"['human', 'stamp-letter-send']","['model', 'id']",396,79,57,29,3,3.949367088607595,131.0,26.333333333333332,22.333333333333332,0.20624829219479868,0.012792716243050312,"[0.0027753130655095992, 0.010017403177540712]","[0.7215189873417721, 1.0, 1.0, 1.0, 1.0]","[0.13924050632911392, 0.4358974358974359, 0.6883116883116883, 0.8289473684210527, 0.92]",2.0,4,3.3006175960171116,10,0.16697654873132706,0.008230171895111604,1.0,0,0,0,9,0,0,9,2.0,0.2561892130857648,0.11089006778661951,0.051024167403477746,0.07136015325670499,0.12584733274388446,0.13008399646330682,0.15653551429413498
R_8JLzPcPzxxmeT2T_Q2,"['human', 'stamp-letter-send']","['model', 'id']",460,81,58,32,4,4.555555555555555,114.25,20.25,18.0,0.21079816717293956,0.01106347306435849,"[0.0018719530322638678, 0.0043070553814997525, 0.010416201182774115]","[0.7160493827160493, 0.9875, 1.0, 1.0, 1.0]","[0.16049382716049382, 0.5125, 0.7215189873417721, 0.8717948717948718, 0.961038961038961]",3.25,6,2.785914760914761,6,0.1797383949160576,0.000869578061170162,1.0,0,0,0,1,3,0,4,3.25,0.22452200577200576,0.162630772005772,0.04419191919191919,0.036616161616161616,0.057291666666666664,0.16249549062049062,0.12143759018759018
R_2rra18JsIdbb7pI_Q2,"['human', 'stamp-letter-send']","['model', 'id']",344,67,49,25,3,4.0,114.0,22.333333333333332,18.333333333333332,0.21360411047935485,0.0197551423853094,"[0.010566502809524536, 0.009188639575784863]","[0.7313432835820896, 0.9545454545454546, 1.0, 1.0, 1.0]","[0.14925373134328357, 0.4090909090909091, 0.6615384615384615, 0.78125, 0.873015873015873]",2.6666666666666665,4,2.8903508771929824,10,0.205392857392629,0.0064814646740007364,1.0,0,0,0,6,3,0,9,2.6666666666666665,0.13737373737373737,0.2727272727272727,0.0,0.11565656565656565,0.18838383838383838,0.10707070707070708,0.11717171717171718
R_25FmW7vrOnS60wE_Q2,"['human', 'stamp-letter-send']","['model', 'id']",345,64,46,22,3,4.25,114.0,21.333333333333332,19.333333333333332,0.20624142420756353,0.02855496037574043,"[0.019626982864879433, 0.008927977510860996]","[0.71875, 0.9523809523809523, 1.0, 1.0, 1.0]","[0.203125, 0.6507936507936508, 0.9032258064516129, 0.9836065573770492, 1.0]",3.3333333333333335,6,2.895760971055089,7,0.21262175341447195,0.008243907869581901,1.0,1,0,1,6,0,1,6,3.3333333333333335,0.21028985507246375,0.1314855072463768,0.05565217391304348,0.08115942028985508,0.11764492753623189,0.08398550724637681,0.11815217391304347
R_8mxVCke66o4WOVl_Q2,"['human', 'stamp-letter-send']","['model', 'id']",350,73,52,17,4,3.73972602739726,86.75,18.25,16.0,0.19980384979177923,0.04400774461251716,"[0.030938327312469482, 0.0019137408998277372, 0.033159548706478525]","[0.7123287671232876, 0.9305555555555556, 0.9859154929577465, 1.0, 1.0]","[0.1506849315068493, 0.5138888888888888, 0.8169014084507042, 0.9142857142857143, 0.9710144927536232]",4.0,7,2.4874831081081084,7,0.15956413249174753,0.021119056701150496,0.5,8,0,0,1,0,8,1,4.0,0.19204545454545455,0.13712121212121212,0.0,0.11856060606060606,0.14962121212121213,0.11931818181818182,0.015151515151515152
